city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Belo Horizonte,362.0,5,4,4,15,not accept,not furnished,1400.0,10910.0
Rio de Janeiro,61.0,2,1,0,3,accept,not furnished,640.0,1975.0
Porto Alegre,156.0,3,2,1,0,accept,not furnished,0.0,1754.0
Sao Paulo,179.0,3,2,1,3,accept,not furnished,1457.0,7285.0
Rio de Janeiro,120.0,3,3,2,5,accept,furnished,1100.0,4087.0
Belo Horizonte,200.0,4,2,2,0,accept,furnished,0.0,12430.0
Sao Paulo,185.0,3,3,3,20,accept,not furnished,2670.0,9248.0
Sao Paulo,120.0,2,2,0,1,accept,not furnished,300.0,4066.0
Sao Paulo,50.0,2,1,1,13,accept,not furnished,407.0,2156.0
Belo Horizonte,400.0,3,3,2,0,accept,not furnished,0.0,4879.0
Sao Paulo,240.0,3,4,2,0,accept,not furnished,1.0,8950.0
Sao Paulo,60.0,2,1,1,13,accept,furnished,550.0,2170.0
Sao Paulo,100.0,2,1,3,0,not accept,not furnished,0.0,3119.0
Sao Paulo,250.0,4,4,3,0,not accept,not furnished,0.0,8030.0
Porto Alegre,100.0,4,2,1,2,accept,not furnished,750.0,2764.0
Rio de Janeiro,72.0,1,2,1,6,accept,not furnished,580.0,2606.0
Rio de Janeiro,70.0,2,1,0,2,accept,furnished,250.0,2283.0
Sao Paulo,16.0,1,1,0,2,accept,not furnished,0.0,2740.0
Sao Paulo,98.0,3,2,2,10,accept,not furnished,900.0,5458.0
Sao Paulo,170.0,3,3,1,6,accept,not furnished,1300.0,3587.0
Sao Paulo,45.0,2,1,0,0,not accept,not furnished,70.0,1585.0
Sao Paulo,90.0,2,2,1,7,accept,furnished,760.0,6472.0
Sao Paulo,30.0,1,1,1,11,accept,furnished,500.0,3078.0
Sao Paulo,140.0,3,3,2,3,accept,not furnished,2350.0,7377.0
Sao Paulo,90.0,2,2,2,2,accept,not furnished,1230.0,5259.0
Belo Horizonte,62.0,2,2,0,1,accept,not furnished,0.0,1318.0
Rio de Janeiro,80.0,2,2,0,6,accept,not furnished,650.0,3183.0
Sao Paulo,40.0,1,1,0,0,not accept,not furnished,0.0,762.0
Rio de Janeiro,65.0,1,1,0,0,accept,not furnished,300.0,2154.0
Sao Paulo,300.0,3,2,1,0,accept,not furnished,0.0,4497.0
Sao Paulo,340.0,4,4,3,0,accept,not furnished,0.0,11240.0
Sao Paulo,72.0,2,2,1,6,accept,not furnished,1100.0,6771.0
Sao Paulo,250.0,4,3,3,0,not accept,not furnished,0.0,14150.0
Rio de Janeiro,100.0,2,2,3,12,not accept,not furnished,1470.0,5173.0
Sao Paulo,45.0,1,1,1,1,not accept,furnished,3000.0,8590.0
Porto Alegre,98.0,3,1,0,1,not accept,not furnished,240.0,13230.0
Belo Horizonte,164.0,3,2,2,0,accept,not furnished,0.0,3384.0
Sao Paulo,250.0,3,3,4,0,accept,furnished,250.0,7157.0
Rio de Janeiro,28.0,1,1,0,3,accept,furnished,609.0,1814.0
Rio de Janeiro,60.0,2,1,0,11,not accept,furnished,600.0,2272.0
Sao Paulo,105.0,3,3,2,4,not accept,not furnished,1380.0,4552.0
Sao Paulo,220.0,2,4,3,26,not accept,not furnished,2000.0,15960.0
Rio de Janeiro,250.0,5,3,1,0,accept,not furnished,500.0,4661.0
Sao Paulo,171.0,3,3,1,13,accept,not furnished,2395.0,7819.0
Rio de Janeiro,156.0,4,3,2,4,accept,not furnished,1350.0,5901.0
Sao Paulo,150.0,3,5,3,0,accept,furnished,0.0,4757.0
Belo Horizonte,75.0,3,2,1,3,accept,not furnished,500.0,2070.0
Sao Paulo,254.0,3,5,4,18,accept,not furnished,2000.0,13120.0
Sao Paulo,68.0,1,2,1,6,accept,furnished,2304.0,11950.0
Sao Paulo,55.0,2,1,0,5,not accept,not furnished,337.0,1885.0
Porto Alegre,40.0,1,1,0,10,accept,not furnished,200.0,1031.0
Sao Paulo,230.0,2,3,1,1,accept,furnished,3000.0,15600.0
Porto Alegre,70.0,2,2,0,3,not accept,furnished,400.0,2505.0
Sao Paulo,170.0,4,5,2,0,accept,not furnished,0.0,3756.0
Porto Alegre,40.0,1,1,1,1,accept,not furnished,402.0,1535.0
Sao Paulo,45.0,1,1,1,1,not accept,furnished,3000.0,8590.0
Sao Paulo,270.0,3,4,3,4,accept,furnished,3700.0,12770.0
Campinas,54.0,2,1,1,10,accept,not furnished,320.0,1863.0
Campinas,291.0,4,3,2,0,accept,not furnished,0.0,3558.0
Belo Horizonte,86.0,2,1,1,1,accept,not furnished,200.0,1658.0
Sao Paulo,77.0,2,1,1,5,accept,not furnished,886.0,3114.0
Sao Paulo,86.0,3,2,2,10,accept,furnished,550.0,3677.0
Campinas,200.0,3,4,2,4,not accept,not furnished,2500.0,4801.0
Sao Paulo,90.0,2,2,2,16,not accept,furnished,867.0,5931.0
Sao Paulo,64.0,2,2,2,12,accept,not furnished,790.0,4395.0
Porto Alegre,54.0,2,1,2,2,accept,not furnished,240.0,1600.0
Porto Alegre,387.0,7,5,3,0,accept,furnished,0.0,6501.0
Sao Paulo,100.0,2,3,2,20,not accept,furnished,1080.0,11350.0
Sao Paulo,50.0,2,2,1,9,accept,not furnished,390.0,2213.0
Belo Horizonte,520.0,3,3,4,20,not accept,not furnished,2224.0,15520.0
Sao Paulo,23.0,1,1,0,25,accept,not furnished,393.0,2579.0
Rio de Janeiro,60.0,1,1,0,3,accept,not furnished,520.0,2121.0
Sao Paulo,96.0,2,1,1,4,not accept,not furnished,800.0,3839.0
Sao Paulo,140.0,3,1,0,0,accept,not furnished,0.0,2908.0
Rio de Janeiro,103.0,3,2,0,4,accept,not furnished,812.0,3798.0
Sao Paulo,148.0,4,4,4,10,accept,furnished,2580.0,5012.0
Sao Paulo,172.0,4,3,1,0,accept,not furnished,0.0,3667.0
Sao Paulo,93.0,2,3,2,5,accept,not furnished,1006.0,4597.0
Sao Paulo,72.0,2,2,1,4,accept,not furnished,690.0,3220.0
Campinas,68.0,2,1,1,1,accept,not furnished,400.0,1990.0
Sao Paulo,350.0,4,3,4,0,accept,not furnished,0.0,4270.0
Rio de Janeiro,70.0,2,2,1,1,accept,furnished,950.0,4721.0
Sao Paulo,400.0,5,4,3,0,accept,not furnished,2600.0,10620.0
Porto Alegre,38.0,1,1,0,1,accept,not furnished,280.0,990.0
Sao Paulo,107.0,2,2,1,12,not accept,not furnished,1300.0,10100.0
Sao Paulo,38.0,1,1,0,1,not accept,not furnished,60.0,1023.0
Sao Paulo,111.0,3,2,0,7,accept,not furnished,1370.0,4166.0
Sao Paulo,140.0,4,3,2,10,accept,not furnished,2000.0,6183.0
Sao Paulo,35.0,1,1,0,0,accept,not furnished,0.0,1195.0
Sao Paulo,178.0,3,3,4,12,not accept,furnished,2180.0,18220.0
Sao Paulo,200.0,2,2,1,10,accept,furnished,2700.0,12920.0
Sao Paulo,33.0,1,1,0,1,not accept,not furnished,338.0,1414.0
Belo Horizonte,90.0,3,2,1,2,not accept,not furnished,300.0,2062.0
Rio de Janeiro,65.0,2,1,0,1,not accept,not furnished,560.0,2248.0
Sao Paulo,320.0,3,3,8,0,accept,not furnished,0.0,6155.0
Porto Alegre,68.0,2,1,0,2,accept,not furnished,160.0,1526.0
Porto Alegre,180.0,6,2,3,1,accept,not furnished,0.0,5113.0
Sao Paulo,50.0,2,1,1,0,not accept,not furnished,0.0,1389.0
Sao Paulo,137.0,3,2,1,6,accept,not furnished,1480.0,6533.0
Sao Paulo,165.0,3,2,2,8,accept,furnished,1750.0,9112.0
Sao Paulo,180.0,2,2,1,15,accept,not furnished,1800.0,7218.0
Sao Paulo,220.0,4,4,3,12,accept,not furnished,3600.0,9657.0
Belo Horizonte,85.0,2,2,1,1,accept,not furnished,541.0,3379.0
Rio de Janeiro,37.0,1,1,0,8,not accept,furnished,700.0,2328.0
Porto Alegre,64.0,2,3,2,2,accept,not furnished,400.0,3304.0
Rio de Janeiro,97.0,2,2,1,7,accept,not furnished,1770.0,6561.0
Belo Horizonte,90.0,3,2,1,1,accept,not furnished,135.0,1568.0
Rio de Janeiro,130.0,3,2,1,9,accept,not furnished,1350.0,6117.0
Campinas,128.0,4,2,1,7,not accept,not furnished,900.0,4403.0
Sao Paulo,58.0,2,2,1,12,not accept,furnished,928.0,5235.0
Belo Horizonte,76.0,2,1,1,2,not accept,not furnished,200.0,1112.0
Sao Paulo,220.0,2,4,2,0,accept,furnished,0.0,7494.0
Sao Paulo,40.0,1,1,0,0,not accept,not furnished,30.0,839.0
Sao Paulo,235.0,3,4,3,2,accept,not furnished,2000.0,5583.0
Belo Horizonte,45.0,1,1,0,9,accept,not furnished,285.0,1455.0
Sao Paulo,47.0,2,1,1,4,not accept,not furnished,580.0,1694.0
Belo Horizonte,471.0,5,6,3,0,accept,not furnished,0.0,15530.0
Campinas,50.0,1,1,0,4,accept,not furnished,418.0,968.0
Belo Horizonte,344.0,3,4,4,16,not accept,not furnished,3158.0,19590.0
Sao Paulo,38.0,1,1,1,12,not accept,furnished,353.0,2255.0
Porto Alegre,42.0,2,1,0,0,accept,not furnished,0.0,889.0
Belo Horizonte,60.0,1,1,1,9,accept,not furnished,270.0,1790.0
Sao Paulo,500.0,4,6,4,0,accept,not furnished,0.0,15400.0
Sao Paulo,49.0,2,1,1,5,accept,not furnished,300.0,2043.0
Belo Horizonte,48.0,2,1,1,3,accept,not furnished,120.0,1128.0
Sao Paulo,45.0,2,1,0,0,not accept,not furnished,0.0,1429.0
Porto Alegre,72.0,2,2,1,2,accept,not furnished,570.0,1848.0
Belo Horizonte,400.0,3,2,1,0,accept,not furnished,0.0,1885.0
Sao Paulo,28.0,1,1,0,1,not accept,furnished,0.0,1773.0
Rio de Janeiro,189.0,3,2,2,9,accept,not furnished,2500.0,11600.0
Sao Paulo,160.0,3,2,0,12,accept,not furnished,1239.0,5339.0
Rio de Janeiro,330.0,4,4,2,21,accept,not furnished,1300.0,17490.0
Sao Paulo,200.0,3,5,4,6,accept,not furnished,1970.0,4671.0
Sao Paulo,375.0,4,5,5,1,accept,not furnished,4793.0,22790.0
Sao Paulo,68.0,2,2,1,7,accept,furnished,489.0,2390.0
Sao Paulo,70.0,2,1,1,8,accept,not furnished,850.0,3474.0
Rio de Janeiro,110.0,3,2,0,10,not accept,furnished,1260.0,4552.0
Sao Paulo,103.0,3,3,2,7,not accept,not furnished,1470.0,7471.0
Rio de Janeiro,26.0,1,1,0,2,not accept,not furnished,50.0,1629.0
Belo Horizonte,88.0,3,2,2,2,not accept,not furnished,312.0,1637.0
Sao Paulo,165.0,3,4,3,7,accept,not furnished,1700.0,6831.0
Sao Paulo,80.0,2,2,0,0,not accept,not furnished,0.0,1284.0
Porto Alegre,90.0,3,2,2,9,accept,not furnished,433.0,3370.0
Sao Paulo,380.0,4,1,2,0,not accept,not furnished,0.0,4447.0
Sao Paulo,174.0,3,4,2,2,accept,not furnished,1936.0,8403.0
Sao Paulo,128.0,4,5,1,0,accept,not furnished,0.0,6958.0
Sao Paulo,160.0,3,4,4,2,accept,not furnished,2250.0,4857.0
Rio de Janeiro,168.0,3,2,0,1,accept,not furnished,1000.0,5165.0
Campinas,100.0,3,2,2,1,accept,furnished,700.0,3033.0
Rio de Janeiro,69.0,2,1,1,9,accept,furnished,500.0,1944.0
Belo Horizonte,300.0,3,3,0,0,accept,furnished,0.0,5082.0
Belo Horizonte,163.0,4,4,0,14,accept,not furnished,1005.0,8627.0
Sao Paulo,86.0,3,1,1,5,accept,furnished,1000.0,3344.0
Sao Paulo,236.0,4,3,3,13,accept,not furnished,3070.0,5706.0
Rio de Janeiro,112.0,3,2,0,7,accept,not furnished,1344.0,5566.0
Sao Paulo,600.0,5,5,6,0,accept,not furnished,0.0,14000.0
Campinas,256.0,4,5,4,8,accept,not furnished,3900.0,8106.0
Sao Paulo,220.0,3,4,2,0,not accept,not furnished,0.0,3829.0
Sao Paulo,257.0,4,4,4,14,not accept,not furnished,5000.0,18740.0
Belo Horizonte,75.0,3,1,1,4,accept,not furnished,280.0,1866.0
Rio de Janeiro,400.0,3,1,1,0,accept,furnished,0.0,8433.0
Sao Paulo,560.0,4,6,5,0,accept,not furnished,0.0,8349.0
Sao Paulo,220.0,4,4,5,3,not accept,furnished,1700.0,6359.0
Rio de Janeiro,70.0,1,1,1,4,accept,not furnished,1065.0,4866.0
Belo Horizonte,19.0,1,1,0,1,not accept,not furnished,0.0,1253.0
Sao Paulo,35.0,1,1,0,0,accept,not furnished,0.0,925.0
Sao Paulo,70.0,1,1,1,4,accept,not furnished,740.0,3439.0
Sao Paulo,40.0,1,1,0,12,not accept,furnished,370.0,3786.0
Porto Alegre,37.0,1,1,0,2,accept,not furnished,330.0,1919.0
Sao Paulo,180.0,2,2,1,12,accept,not furnished,3400.0,13000.0
Rio de Janeiro,60.0,1,1,0,2,not accept,not furnished,600.0,3070.0
Rio de Janeiro,90.0,3,2,1,9,accept,not furnished,700.0,2837.0
Sao Paulo,208.0,4,2,4,0,accept,not furnished,0.0,4850.0
Rio de Janeiro,160.0,3,2,1,11,accept,not furnished,1860.0,6896.0
Belo Horizonte,180.0,4,2,1,3,accept,furnished,770.0,4677.0
Porto Alegre,150.0,4,3,0,0,accept,not furnished,0.0,4159.0
Campinas,75.0,2,1,1,0,accept,not furnished,0.0,1177.0
Rio de Janeiro,90.0,2,2,1,4,accept,not furnished,1660.0,3063.0
Sao Paulo,170.0,4,2,2,0,accept,not furnished,0.0,2994.0
Sao Paulo,193.0,2,4,4,7,accept,not furnished,1948.0,16440.0
Sao Paulo,40.0,1,1,0,22,accept,furnished,473.0,2842.0
Sao Paulo,45.0,1,1,1,5,accept,furnished,519.0,4627.0
Sao Paulo,116.0,3,4,2,4,accept,not furnished,1036.0,9722.0
Sao Paulo,67.0,2,2,1,1,accept,furnished,650.0,2980.0
Sao Paulo,40.0,1,1,0,8,not accept,furnished,685.0,2747.0
Sao Paulo,140.0,2,3,1,0,accept,not furnished,0.0,4058.0
Campinas,52.0,2,1,1,7,accept,not furnished,248.0,1318.0
Sao Paulo,350.0,3,4,6,0,accept,not furnished,0.0,4742.0
Sao Paulo,420.0,3,4,4,0,not accept,not furnished,0.0,6508.0
Porto Alegre,204.0,4,4,2,0,accept,not furnished,0.0,3602.0
Sao Paulo,110.0,2,2,1,0,accept,not furnished,0.0,2426.0
Sao Paulo,645.0,5,8,8,0,accept,not furnished,0.0,17560.0
Sao Paulo,260.0,4,5,5,3,accept,not furnished,3428.0,17010.0
Sao Paulo,160.0,2,1,0,12,not accept,not furnished,1200.0,3631.0
Sao Paulo,50.0,2,1,0,0,accept,not furnished,0.0,1261.0
Rio de Janeiro,40.0,1,2,0,7,accept,not furnished,500.0,2377.0
Rio de Janeiro,60.0,2,1,0,1,accept,furnished,615.0,3738.0
Rio de Janeiro,30.0,1,1,0,12,accept,not furnished,0.0,1063.0
Rio de Janeiro,75.0,3,2,0,8,accept,not furnished,800.0,2551.0
Rio de Janeiro,78.0,3,3,1,2,accept,not furnished,930.0,4023.0
Belo Horizonte,140.0,4,2,2,1,accept,not furnished,1000.0,4960.0
Campinas,500.0,3,7,5,14,accept,furnished,1890.0,10840.0
Porto Alegre,80.0,1,1,0,0,accept,not furnished,0.0,1004.0
Porto Alegre,182.0,3,4,2,0,accept,not furnished,164.0,3190.0
Sao Paulo,90.0,2,1,1,0,accept,not furnished,0.0,2796.0
Sao Paulo,103.0,3,2,1,2,accept,not furnished,1133.0,2776.0
Porto Alegre,180.0,3,2,3,2,accept,furnished,0.0,5425.0
Belo Horizonte,32.0,1,1,0,0,not accept,furnished,550.0,1665.0
Campinas,52.0,1,1,1,6,accept,not furnished,360.0,1166.0
Rio de Janeiro,75.0,4,1,0,2,accept,not furnished,800.0,3063.0
Belo Horizonte,290.0,4,5,4,0,accept,not furnished,0.0,6599.0
Rio de Janeiro,50.0,1,1,1,6,accept,furnished,750.0,2760.0
Sao Paulo,550.0,5,6,4,0,accept,not furnished,0.0,16350.0
Sao Paulo,216.0,4,4,4,9,accept,not furnished,1710.0,5232.0
Sao Paulo,444.0,4,4,5,0,accept,furnished,0.0,10740.0
Porto Alegre,69.0,3,2,1,5,accept,not furnished,395.0,2338.0
Belo Horizonte,76.0,2,1,2,3,not accept,furnished,205.0,2432.0
Sao Paulo,180.0,3,5,3,3,accept,not furnished,2900.0,11100.0
Sao Paulo,445.0,3,5,4,0,accept,furnished,3191.0,19760.0
Sao Paulo,156.0,3,4,3,8,accept,not furnished,1600.0,6159.0
Sao Paulo,35.0,1,1,0,0,accept,not furnished,0.0,1144.0
Sao Paulo,130.0,3,4,3,7,accept,not furnished,1413.0,4441.0
Porto Alegre,92.0,3,2,1,4,accept,furnished,720.0,4042.0
Sao Paulo,200.0,3,2,4,0,accept,not furnished,0.0,9035.0
Sao Paulo,50.0,2,1,1,13,accept,not furnished,650.0,1971.0
Belo Horizonte,50.0,2,1,0,0,not accept,not furnished,0.0,889.0
Sao Paulo,155.0,3,3,2,2,accept,furnished,2300.0,15150.0
Belo Horizonte,1000.0,5,4,3,15,accept,not furnished,1255.0,8983.0
Rio de Janeiro,42.0,1,1,0,8,not accept,furnished,900.0,2879.0
Sao Paulo,58.0,2,1,0,13,accept,not furnished,389.0,1940.0
Sao Paulo,35.0,1,1,1,6,not accept,furnished,581.0,4142.0
Belo Horizonte,27.0,1,1,0,1,not accept,not furnished,0.0,1517.0
Belo Horizonte,16.0,1,1,0,1,not accept,not furnished,0.0,709.0
Belo Horizonte,94.0,3,2,1,1,not accept,furnished,450.0,2501.0
Porto Alegre,83.0,3,2,1,11,accept,not furnished,750.0,3388.0
Belo Horizonte,360.0,5,4,4,0,accept,not furnished,0.0,9748.0
Belo Horizonte,360.0,5,2,2,1,accept,not furnished,550.0,5648.0
Campinas,430.0,4,5,5,0,accept,not furnished,0.0,13670.0
Belo Horizonte,29.0,1,1,0,1,accept,not furnished,0.0,1123.0
Rio de Janeiro,120.0,3,2,0,6,accept,not furnished,650.0,3278.0
Sao Paulo,50.0,1,1,1,6,accept,not furnished,1205.0,6014.0
Porto Alegre,60.0,2,1,0,0,accept,not furnished,0.0,704.0
Sao Paulo,45.0,2,2,0,0,not accept,not furnished,0.0,1739.0
Rio de Janeiro,250.0,3,2,2,0,accept,not furnished,0.0,12730.0
Sao Paulo,200.0,3,2,2,0,accept,furnished,0.0,4955.0
Rio de Janeiro,70.0,2,1,1,9,accept,not furnished,650.0,3288.0
Sao Paulo,48.0,1,1,0,0,not accept,not furnished,0.0,1126.0
Sao Paulo,70.0,2,1,1,2,not accept,not furnished,794.0,3340.0
Sao Paulo,73.0,2,2,1,6,accept,furnished,1072.0,6332.0
Sao Paulo,90.0,2,1,0,1,not accept,not furnished,500.0,3260.0
Porto Alegre,45.0,1,1,0,1,accept,not furnished,50.0,784.0
Sao Paulo,80.0,2,2,2,0,not accept,not furnished,0.0,4045.0
Sao Paulo,106.0,3,2,2,6,accept,not furnished,1400.0,7265.0
Belo Horizonte,45.0,2,1,1,3,accept,not furnished,286.0,1211.0
Sao Paulo,315.0,4,4,2,14,accept,not furnished,3500.0,11050.0
Sao Paulo,287.0,3,5,0,16,accept,not furnished,3693.0,17270.0
Belo Horizonte,230.0,4,3,2,8,accept,not furnished,1900.0,7522.0
Sao Paulo,42.0,1,2,1,6,not accept,not furnished,690.0,316900.0
Rio de Janeiro,152.0,2,2,1,3,accept,not furnished,1100.0,2962.0
Campinas,75.0,3,1,2,3,accept,not furnished,599.0,1990.0
Sao Paulo,94.0,3,2,2,3,accept,not furnished,1000.0,3068.0
Rio de Janeiro,70.0,2,2,0,5,not accept,not furnished,410.0,2551.0
Sao Paulo,59.0,2,1,0,15,accept,not furnished,542.0,2315.0
Sao Paulo,380.0,4,3,2,12,not accept,furnished,5500.0,21690.0
Sao Paulo,217.0,4,4,3,1,accept,not furnished,3800.0,10190.0
Sao Paulo,110.0,2,1,1,2,accept,not furnished,1200.0,4173.0
Campinas,38.0,1,1,0,8,accept,not furnished,300.0,927.0
Sao Paulo,310.0,4,5,5,6,accept,furnished,3800.0,18660.0
Sao Paulo,400.0,3,4,2,0,accept,not furnished,0.0,3198.0
Porto Alegre,55.0,2,1,1,4,accept,not furnished,250.0,1855.0
Sao Paulo,320.0,3,5,0,10,not accept,not furnished,4778.0,13270.0
Campinas,75.0,3,2,2,13,not accept,not furnished,700.0,2396.0
Belo Horizonte,235.0,4,5,3,6,accept,not furnished,760.0,4600.0
Belo Horizonte,434.0,5,6,0,10,not accept,furnished,2629.0,15970.0
Sao Paulo,160.0,4,4,2,3,not accept,not furnished,2700.0,10060.0
Sao Paulo,108.0,3,2,2,5,accept,not furnished,1100.0,5754.0
Sao Paulo,280.0,5,5,2,1,accept,furnished,4374.0,18220.0
Rio de Janeiro,55.0,2,1,1,3,accept,not furnished,670.0,1484.0
Rio de Janeiro,60.0,2,1,1,1,not accept,not furnished,800.0,2375.0
Sao Paulo,226.0,4,4,3,4,not accept,not furnished,3500.0,14830.0
Belo Horizonte,58.0,2,1,1,2,accept,not furnished,200.0,1112.0
Sao Paulo,178.0,4,3,2,5,accept,not furnished,1700.0,9145.0
Porto Alegre,40.0,1,1,0,2,accept,furnished,120.0,1322.0
Campinas,205.0,3,2,4,0,accept,not furnished,0.0,2585.0
Sao Paulo,112.0,3,2,3,3,accept,not furnished,1251.0,4115.0
Belo Horizonte,300.0,4,4,3,13,accept,furnished,1850.0,18150.0
Sao Paulo,140.0,3,3,2,0,accept,not furnished,0.0,5376.0
Belo Horizonte,113.0,2,2,2,4,accept,not furnished,330.0,3081.0
Belo Horizonte,96.0,3,2,2,1,not accept,not furnished,450.0,1989.0
Sao Paulo,55.0,1,2,1,4,accept,furnished,550.0,4095.0
Sao Paulo,180.0,2,3,3,7,accept,furnished,3300.0,11980.0
Sao Paulo,240.0,7,3,4,0,accept,not furnished,0.0,6925.0
Sao Paulo,80.0,3,4,1,0,accept,not furnished,0.0,3046.0
Belo Horizonte,230.0,5,3,2,3,accept,not furnished,500.0,2979.0
Belo Horizonte,127.0,3,2,3,1,accept,not furnished,750.0,4107.0
Belo Horizonte,156.0,4,4,3,7,accept,not furnished,900.0,7856.0
Sao Paulo,65.0,2,1,2,21,accept,not furnished,1111.0,5395.0
Sao Paulo,88.0,2,2,2,8,accept,furnished,1000.0,5692.0
Porto Alegre,107.0,3,2,1,0,accept,not furnished,0.0,2078.0
Rio de Janeiro,60.0,2,1,1,2,accept,not furnished,550.0,1821.0
Porto Alegre,35.0,1,1,0,1,accept,not furnished,230.0,798.0
Porto Alegre,243.0,3,5,1,2,accept,not furnished,1788.0,8093.0
Sao Paulo,30.0,1,1,0,0,not accept,not furnished,0.0,930.0
Campinas,45.0,1,1,1,4,accept,not furnished,700.0,1628.0
Rio de Janeiro,130.0,3,2,2,0,accept,not furnished,0.0,3213.0
Porto Alegre,80.0,2,2,0,3,accept,furnished,300.0,3141.0
Sao Paulo,98.0,2,2,1,13,accept,not furnished,1055.0,3633.0
Sao Paulo,15.0,1,1,0,0,not accept,furnished,0.0,1299.0
Rio de Janeiro,57.0,2,2,1,9,accept,not furnished,1080.0,3185.0
Porto Alegre,180.0,4,2,2,3,accept,not furnished,1000.0,3545.0
Sao Paulo,200.0,4,4,3,5,accept,not furnished,2715.0,10640.0
Rio de Janeiro,70.0,2,2,1,0,accept,not furnished,200.0,2184.0
Sao Paulo,350.0,2,1,0,0,accept,not furnished,0.0,2747.0
Porto Alegre,64.0,2,1,0,4,not accept,furnished,250.0,1984.0
Porto Alegre,40.0,1,1,0,0,not accept,not furnished,0.0,764.0
Belo Horizonte,73.0,1,1,0,4,accept,not furnished,0.0,710.0
Sao Paulo,200.0,3,3,2,8,accept,not furnished,2500.0,15490.0
Sao Paulo,36.0,1,1,1,4,accept,furnished,719.0,2854.0
Campinas,63.0,2,1,0,0,accept,not furnished,400.0,1287.0
Sao Paulo,85.0,2,1,1,6,accept,not furnished,750.0,4400.0
Sao Paulo,198.0,5,5,2,1,accept,not furnished,1500.0,5904.0
Campinas,70.0,3,1,1,1,accept,not furnished,315.0,1331.0
Belo Horizonte,60.0,2,1,1,12,not accept,not furnished,285.0,1319.0
Belo Horizonte,90.0,4,3,1,2,accept,not furnished,150.0,1196.0
Porto Alegre,98.0,2,1,0,9,accept,not furnished,380.0,2298.0
Sao Paulo,103.0,3,2,2,6,accept,not furnished,1150.0,4648.0
Sao Paulo,160.0,2,3,0,0,accept,not furnished,0.0,4489.0
Rio de Janeiro,100.0,3,2,1,8,accept,furnished,1600.0,5836.0
Sao Paulo,50.0,2,1,1,17,accept,not furnished,465.0,1478.0
Sao Paulo,55.0,2,1,1,4,accept,not furnished,671.0,1785.0
Sao Paulo,80.0,2,2,0,9,not accept,not furnished,600.0,3229.0
Sao Paulo,50.0,1,1,0,0,accept,not furnished,0.0,701.0
Rio de Janeiro,25.0,1,1,0,3,not accept,not furnished,328.0,2253.0
Sao Paulo,120.0,2,2,2,0,accept,not furnished,100.0,5841.0
Sao Paulo,127.0,3,3,2,1,accept,not furnished,804.0,4910.0
Sao Paulo,98.0,3,2,1,9,accept,not furnished,1350.0,7120.0
Sao Paulo,65.0,1,1,0,1,not accept,furnished,550.0,3664.0
Rio de Janeiro,86.0,2,2,2,2,accept,not furnished,700.0,1924.0
Porto Alegre,200.0,4,3,0,0,not accept,not furnished,0.0,16100.0
Sao Paulo,360.0,4,5,5,20,accept,not furnished,4900.0,16690.0
Sao Paulo,65.0,2,1,1,2,accept,not furnished,330.0,1832.0
Sao Paulo,93.0,1,3,1,4,not accept,not furnished,1040.0,4618.0
Sao Paulo,187.0,4,5,3,5,accept,not furnished,3912.0,10700.0
Belo Horizonte,616.0,5,5,6,0,accept,not furnished,0.0,13810.0
Rio de Janeiro,86.0,2,2,2,2,accept,not furnished,700.0,1924.0
Sao Paulo,139.0,2,2,1,4,accept,not furnished,707.0,5312.0
Rio de Janeiro,100.0,2,2,1,21,not accept,not furnished,1230.0,3269.0
Sao Paulo,285.0,4,4,4,9,accept,not furnished,2750.0,12600.0
Sao Paulo,52.0,2,1,1,8,accept,not furnished,760.0,3944.0
Sao Paulo,39.0,1,1,0,10,accept,furnished,300.0,2326.0
Porto Alegre,42.0,1,2,1,2,accept,not furnished,217.0,2086.0
Rio de Janeiro,30.0,1,1,0,10,accept,furnished,340.0,1778.0
Rio de Janeiro,70.0,2,1,1,7,accept,not furnished,729.0,1763.0
Sao Paulo,60.0,1,1,0,2,accept,not furnished,70.0,1336.0
Sao Paulo,90.0,2,2,2,7,accept,not furnished,1630.0,5031.0
Porto Alegre,61.0,2,1,0,2,accept,not furnished,380.0,1273.0
Porto Alegre,50.0,1,1,0,8,accept,not furnished,320.0,1137.0
Campinas,48.0,2,1,1,8,accept,not furnished,380.0,1994.0
Sao Paulo,27.0,1,1,0,5,not accept,not furnished,1405.0,4951.0
Belo Horizonte,100.0,3,3,1,4,accept,furnished,1300.0,4235.0
Sao Paulo,155.0,2,1,1,2,accept,not furnished,1700.0,6768.0
Sao Paulo,230.0,4,5,0,0,accept,furnished,0.0,8015.0
Campinas,47.0,1,1,1,8,accept,not furnished,560.0,1720.0
Campinas,55.0,2,1,1,0,accept,not furnished,400.0,1164.0
Campinas,60.0,1,1,1,8,accept,not furnished,340.0,1455.0
Belo Horizonte,380.0,5,6,2,0,accept,not furnished,0.0,4699.0
Sao Paulo,180.0,3,2,4,0,not accept,furnished,0.0,11830.0
Porto Alegre,196.0,3,4,2,7,accept,furnished,2000.0,6993.0
Porto Alegre,70.0,2,1,0,0,accept,not furnished,350.0,1711.0
Sao Paulo,227.0,4,3,3,10,accept,furnished,4000.0,15830.0
Sao Paulo,60.0,2,1,1,6,accept,furnished,620.0,3367.0
